gene_name,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Krt19,0.41530606,-0.04044073,0.012408863,-0.5393249,-0.32374012,0.2567598,-0.011324269,-0.119025536,-0.44728118,-0.0277202,-0.0019153671,0.37451732,0.51780826,0.049769633,-0.21962592,0.08843833,0.25885618,0.2915744,0.015175031,-0.0009658667
P3h4,0.19988202,0.14768311,0.082292594,-0.12387708,0.23601185,0.27649793,-0.06342254,-0.058168545,-0.15787153,-0.07171535,-0.14529859,-0.5691901,0.18259038,0.13189493,-0.10071643,0.17317708,-0.11711397,-0.046135224,-0.014939538,-0.09841452
Ramp2,0.38240048,-0.30045652,0.12078198,-0.21809092,0.42413974,0.2668956,0.08656836,-0.0043635475,0.09518741,0.086276405,-0.019110804,-0.15681948,-0.15795243,0.68302387,0.21246898,-0.075510405,-0.30057502,-0.17141281,-0.1550359,-0.052738212
Vat1,-0.19231626,-0.09748134,-0.11613034,-0.35432562,0.17921142,0.14737573,-0.10292394,-0.15559943,0.005331306,-0.14556731,-0.0010447128,-0.21013711,0.024670511,0.42136484,0.26459122,0.14030026,-0.24341567,-0.27429357,-0.0028367613,-0.19063781
Rnd2,-0.46417755,-0.0125459,-0.097098626,-0.260321,0.38414982,0.18661503,-0.009668873,-0.16767158,0.051542405,-0.23142329,0.13470335,-0.31862277,0.25053507,0.5202809,0.16097191,0.13411434,-0.3718925,-0.30181357,-0.10568733,-0.22114748
Arl4d,-0.23367018,-0.21308659,-0.15084419,-0.063413434,0.13212077,-0.023851093,-0.041016974,0.109884255,-0.22674915,-0.4151878,-0.26443967,-0.2534673,-0.11263276,-0.5819265,-0.15956677,0.35417387,-0.15734491,0.23112771,-0.004656694,0.06392858
Etv4,0.17893633,-0.7780566,0.08618585,0.10757254,-0.021001862,0.2288948,-0.06854341,0.004493347,-0.15478808,-0.2995848,0.13456772,-0.07901029,-0.5171498,0.054738674,-0.18266627,0.16676426,0.3475507,-0.18684644,-0.09689745,-0.21320859
Fzd2,0.35118,0.19829927,-0.014221717,-0.05207627,0.40778935,0.14528564,-0.025514228,-0.09013145,-0.32671487,-0.07333771,-0.009720602,-0.9807119,-0.18993743,0.32346222,-0.6051281,0.09728422,-0.22937669,0.006975105,-0.16856982,0.06498026
Wnt3,-0.22955798,-0.5934469,0.06200103,0.23179509,0.11894038,0.17517184,-0.16089354,0.009523207,0.11587808,-0.19167262,-0.029304555,-0.54743993,-0.25336218,-0.17355193,-0.39228877,0.38583082,-0.7418787,0.51814336,0.06685043,-0.30542633
Cyb561,-0.06548926,-0.48042476,0.039058045,-0.14295372,-0.047971062,0.08840165,0.05525533,-0.07979048,-0.28388938,0.10759307,0.29204363,-0.13180943,-0.15387134,0.5115044,-0.48413453,0.10422237,0.17202565,0.20839052,0.060586277,-0.19637807
Kpna2,-0.07301028,-0.113837145,0.022345738,0.080569655,0.17020945,0.23927572,-0.18866664,-0.061249893,-0.25323933,-0.09181039,0.041302036,-0.38483882,-0.048283063,0.30494246,0.12031489,0.16373822,0.12506802,0.0112787755,-0.06333946,-0.016721284
Slc9a3r1,0.16116397,-0.27811348,-0.10316938,0.096067995,0.16141777,0.24213398,-0.05403444,-0.091815785,-0.30476183,-0.12916994,0.03207268,0.06937352,-0.17352702,0.31222728,-0.120631464,0.15589182,-0.097898245,0.011908025,-0.053787667,-0.029950485
Sumo2,-0.031850412,-0.09277757,-0.06850226,0.058539797,0.23659866,0.22982845,-0.05185636,-0.11410311,-0.22611465,-0.067559205,0.012628393,-0.29741237,-0.10895386,0.27609506,0.06478084,0.10332773,0.102156095,0.057018217,-0.026360113,-0.08444505
Galk1,-0.12885581,-0.050848648,-0.027410995,0.067936346,0.21755774,0.25056258,-0.06577916,-0.09576426,-0.17197014,-0.045018207,-0.018463265,-0.09072601,-0.02965181,0.30476415,0.14670989,0.11120426,0.041269276,0.08125092,-0.025030391,-0.073749326
Timp2,0.30227637,0.14949793,-0.07429542,-0.163807,0.20815858,0.2747701,0.06620675,-0.1560422,-0.17163041,-0.098728016,-0.12606934,-0.777803,0.21355662,0.10473649,-0.29963017,0.14010395,-0.06584614,-0.11749936,-0.10176403,-0.10114651
Endov,-0.038583618,-0.046985805,-0.042299688,0.055628695,0.21573687,0.24280168,-0.0105624655,-0.084075235,-0.27218693,-0.04534588,0.07291272,-0.53012145,-0.29868737,0.11818412,-0.06471914,0.1092578,0.019371932,-0.07900128,-0.04622046,-0.011776644
Dcxr,-0.097303286,-0.34871307,0.06299578,0.059788324,0.025521517,0.09636172,-0.015084387,-0.1763593,-0.27914184,-0.039552245,-0.039514586,-0.04529301,-0.1019293,0.27891168,-0.17564382,0.16235377,0.16749266,-0.04561334,0.019959224,-0.048512526
Slc16a3,0.033977203,-0.103537545,0.04335362,0.032141387,0.32868943,0.33961073,-0.090756916,-0.11205478,-0.19276662,-0.076440945,-0.018683963,-0.5130281,0.15080003,0.27354452,-0.060197774,0.089645945,0.24852623,0.11489127,0.010705246,-0.116264455
Tex19.1,-0.32989722,-0.7162095,-0.00033393013,-0.06771471,0.11255921,0.20850015,-0.0922377,-0.12014744,-0.24999627,-0.06703943,-0.11576612,0.6220447,0.44483474,0.35406917,0.042438596,-0.046228178,0.12205732,0.32763308,0.0046793474,0.12841302
Klf6,0.2473955,-0.07321043,-0.051482785,-0.101806924,0.49593213,0.24058251,-0.06634396,-0.10110441,-0.17626782,-0.052996907,0.0121062305,0.13805336,0.01679841,0.1058501,-0.24386767,0.16304676,-0.2632222,0.21268085,0.095669776,-0.18323359
Hist1h1b,-0.13049528,0.08772239,-0.037267976,0.12396231,0.4182876,0.1265463,0.29421112,-0.0843825,-0.2232656,-0.12773003,-0.07422507,-0.34260118,-0.10949592,0.27242494,0.009022971,0.2087734,0.100812726,0.15819973,0.055939052,-0.2897498
Hist1h2ap,-0.054549173,0.097248726,-0.11404977,0.048988484,0.5066194,0.14157052,0.3522025,-0.12871923,-0.16213636,-0.121149875,-0.09074774,-0.16483329,-0.16303134,0.23079063,-0.12452866,0.05931317,0.13097267,0.07057029,0.16425206,-0.19463119
Hist1h2bc,-0.2137744,-0.2261178,-0.018786836,-0.058168393,0.1337248,0.09636137,0.1431633,-0.1492471,-0.2330614,-0.030304277,-0.03954283,0.012717249,-0.22597891,0.40510392,0.14032385,0.16362058,-0.26009807,-0.08058928,0.031374443,-2.7178507e-06
Hist1h1c,-0.1010937,0.031820137,-0.093817785,-0.155226,0.19330609,0.13289928,-0.0559882,-0.19857799,-0.20345964,0.075577274,-0.025184749,-0.17453319,-0.286202,0.20299578,0.14028986,0.06744921,-0.10609666,0.0053000124,0.13128321,-0.06291351
Sox4,0.3048913,0.006673398,-0.0009806327,-0.084468916,0.30986995,0.21364109,-0.0018293293,-0.08003344,-0.21677189,-0.12515324,0.021978052,-0.9773715,-0.2526221,0.17787516,-0.3661173,0.032184646,-0.1092539,0.009261921,-0.015377103,-0.051237036
Tubb2a,0.31054562,0.17600632,-0.06894794,-0.1854964,0.15573274,0.18803741,-0.025510838,-0.011373306,-0.27579695,-0.08609115,-0.0859567,-0.111674696,0.17943548,0.16198833,0.030808005,0.22103046,0.26177746,-0.032570407,0.09930378,0.09846916
Tubb2b,0.48266184,-0.051749155,-0.08853418,-0.036082003,0.15393247,0.17055883,-0.033875644,-0.15077046,-0.25155967,-0.19623186,-0.05178442,-0.27228555,0.0017851307,0.33392206,-0.38166314,0.26741916,0.39052904,-0.3266841,0.17441188,0.19509481
Pxdc1,0.2245368,-0.4207868,0.12746523,-0.04091392,0.115981914,0.21891542,-0.005950309,0.028414086,-0.103393584,-0.12391509,-0.01988834,0.5352186,-0.057341024,0.3187346,0.19877405,0.24813701,-0.5781476,-0.005408433,-0.08242659,-0.04050356
Tmem14c,-0.2476821,0.03154507,-0.055606145,-0.02140405,0.2273013,0.18876083,0.008969864,-0.086706944,-0.20932953,-0.04538328,0.020447487,-0.23853312,-0.122478746,0.23863873,0.099507816,0.13072602,0.09404282,0.0075772014,-0.009916264,-0.08633484
Gmpr,-0.33871287,0.07613838,0.17125343,-0.31056625,0.026210416,0.012581628,-0.013599045,0.041113537,-0.24275222,-0.10814918,0.19395663,-0.23265596,-0.12122881,0.33874288,0.28951615,0.21539794,0.3234479,0.008434946,0.18225753,-0.09437989
Cap2,-0.06773694,0.2745764,0.13379183,-0.046639554,0.33295584,0.16938907,-0.052895814,-0.25672314,-0.18487297,-0.2366416,0.22891226,-1.139101,0.20764862,-0.02409009,0.2647468,0.0026773298,-0.29966137,-0.0713269,0.2110873,0.2235562
Ninj1,-0.19162194,-0.23397529,0.023493864,-0.03553559,0.22246037,0.19489805,-0.004681377,-0.16244313,-0.13502182,-0.051154446,0.08688685,0.14479542,0.046460785,0.43720987,0.1577031,0.08645837,-0.1756517,0.036159605,-0.024882993,-0.17511949
Card19,-0.09003097,-0.29642957,0.13258535,0.008865815,0.22049254,0.17001747,0.032514766,-0.20165934,-0.27697113,-0.17016342,0.011077621,0.18581282,-0.07286543,0.5452587,-0.0079604415,0.25603157,-0.20573841,0.18561654,-0.076522626,-0.096407965
Gadd45g,-0.024098119,0.045414824,-0.012577091,-0.22027987,0.44225508,0.16711521,-0.12062457,-0.09467606,-0.22573328,0.08996798,0.08332617,0.01217815,0.3367532,0.046477515,0.47537494,-0.03911803,-0.12143718,0.007423856,-0.014675847,-0.22015415
Msx2,0.12355014,0.16291347,-0.1405236,0.6236916,-0.12760104,0.33714616,-0.115895286,-0.029334545,-0.21628691,-0.14804348,-0.047065053,0.17965627,0.39867723,-0.38661003,-0.30246186,0.09852219,-0.48212197,0.15600716,0.1008033,-0.25644675
Dbn1,0.31955284,0.0527144,0.01883661,-0.111653015,0.26142108,0.32225943,-0.07534843,-0.14519069,-0.265596,-0.056376323,-0.0640708,-0.97782177,-0.13062905,0.25735375,-0.31581524,0.016449394,-0.088333525,-0.14961725,0.0035245833,-0.06254481
Pdlim7,0.34875795,0.050189443,0.011589877,-0.028654374,0.18635385,0.13309085,-0.039489098,-0.20339741,-0.20889272,-0.111514,-0.006730622,-0.34972602,0.20408235,0.24557325,-0.054417826,0.18775278,0.09894879,0.07757289,-0.024215573,-0.04141341
H2afy,0.21431981,0.1760545,-0.023287456,0.0864536,0.1424588,0.18942653,0.023057837,-0.09997663,-0.05963573,-0.06833713,0.035632968,-0.21820924,-0.02029953,0.09029954,-0.06815407,-0.027773978,0.26130325,-0.12082474,0.008261872,-0.0032522883
Gas1,0.28383628,0.14494458,-0.10737771,0.18415017,0.2781888,0.019990437,-0.15108897,0.08914664,-0.20076832,0.08984474,-0.11078925,-1.0236132,-0.10537226,0.02575868,-0.23729147,0.20967306,0.005789952,0.012834218,-0.0651552,-0.026258053
2010111I01Rik,0.036553126,-0.5416261,0.17002665,-0.15434122,0.18696725,0.25483492,0.041845586,0.055346716,-0.3271138,-0.0746927,0.022308474,-0.73656034,-0.044523906,0.4437304,-0.20330332,0.123619325,0.049653158,0.20024604,-0.029488496,-0.37787998
Ptch1,0.12158778,0.27426344,-0.11218829,-0.19258577,0.4484605,0.25733972,0.12425019,-0.08807774,-0.22764087,-0.12351184,0.20046902,-0.37279403,-0.18811451,-0.10999323,-0.32726628,0.059328,0.13463439,0.054099247,-0.12601441,0.071506895
Ctsl,0.06711737,-0.12011651,-0.04952944,0.04244502,0.29650402,0.25340414,-0.055030297,-0.09506849,-0.14934647,-0.052058708,-0.040435027,0.04931216,-0.26760402,0.2758617,-0.030750517,0.11998569,-0.12791426,-0.05190804,0.066496536,-0.036457237
Irx1,0.28044444,0.50772285,-0.08094694,0.40619785,0.06889604,-0.31374788,-0.074338585,-0.1483922,0.17683975,0.02185601,0.18413171,-0.410657,-0.25219452,0.6266393,-0.4905865,-0.07828806,-0.48861206,-0.031175911,-0.035855167,0.32311386
Irx2,0.118028715,0.21179831,-0.05670554,0.6194819,0.15350409,-0.28242335,-0.18147717,-0.2235169,0.10823552,-0.048794974,0.124082476,0.11725051,0.43288365,0.5674022,-0.52576727,0.057435576,0.44082174,-0.18371804,0.049715627,0.09519599
Ftl1-ps1,-0.14772372,-0.09006126,0.04174094,0.023405945,0.19229871,0.18716486,-0.116066724,-0.07572424,-0.29048976,-0.11100118,0.025118506,-0.14303064,-0.12609588,0.32386786,0.13268773,0.16847456,0.017568927,0.0829934,-0.14289199,-0.06940211
Ell2,-0.8379848,0.18725091,0.06945812,-0.23758297,0.091286026,0.25546172,-0.112539195,-0.18567057,-0.3214956,0.0024354735,0.035806865,-0.69579834,-0.08993254,0.3797898,0.13683628,0.07055835,0.023333026,0.09533545,-0.034947306,0.01631697
Glrx,0.010735523,-0.1566752,0.016994858,0.09250774,0.1539223,0.28702688,-0.02848752,-0.10540416,-0.18403125,-0.082684614,0.013226153,0.2583531,-0.14024617,0.45643875,-0.099024065,0.20729294,-0.11982451,0.10290593,-0.09833852,0.09143911
Rfesd,-0.34310722,0.18564314,-0.03926269,-0.07722683,0.15863691,0.23190412,-0.055479612,-0.07989369,-0.29986596,-0.03494782,0.024300173,-0.2508239,-0.09040909,0.15625757,0.06118684,0.19078492,0.23809561,0.0714959,-0.044681862,0.004538384
Hapln1,0.5258379,0.70643234,-0.16478285,-0.3095384,0.23593219,-0.18868855,-0.37859815,-0.32687974,-0.0150576,-0.24983214,0.011579216,-0.6084093,0.4246562,0.05076805,0.0955728,-0.25169373,0.038106732,-0.5975903,-0.16236034,-0.2899503
Vcan,0.39541766,0.6127873,0.21243891,-0.20459695,0.41120183,0.30090985,0.123444,-0.13045964,0.062988564,-0.11935664,0.05707492,-0.72974104,0.11924527,-0.24115431,-0.34553376,0.010386628,-0.07405676,-0.31702784,-0.012844834,0.069027424
F2rl1,-0.08733032,-0.777403,-0.062373,-0.14208737,-0.029947005,0.1660255,-0.09051595,-0.1355468,-0.16527362,-0.0599206,-0.024638208,0.12210611,-0.010681484,0.34557837,-0.62680775,0.043038428,0.5111135,0.17647406,-0.009740763,-0.16111036
F2r,-0.047924034,0.122437,-0.03706635,-0.18023616,0.23133165,0.20606337,-0.18472396,-0.1475373,-0.04923155,-0.08122683,0.055213287,-0.7121529,0.059155963,0.15907134,0.15144211,-0.06857223,0.21144357,-0.15966785,0.0153406905,-0.094096616
Map1b,0.28892455,0.10098554,0.07300355,-0.056863364,0.39899957,0.40159383,0.066370234,-0.061483413,-0.18474358,-0.041106526,0.15006186,-0.78478056,0.13790098,0.45033062,-0.35203928,0.2520008,0.0694033,-0.32272843,0.10473937,-0.06405432
Ipo11,0.047825962,-0.054943707,0.012309721,-0.07385809,0.34220606,0.15726607,-0.054490812,-0.079487,-0.1501724,-0.0922301,-0.048267268,-0.29895842,-0.07639005,0.32232496,0.139782,0.031044904,0.07028867,-0.15896015,-0.005597969,-0.16518767
Fst,0.16460751,-0.43727776,0.2908086,0.25626817,0.393478,0.16743726,-0.05745033,-0.452393,0.14869833,0.07352601,-0.29953352,-1.0542134,-0.39233708,-0.052638546,-0.48918915,0.32538465,-0.11182688,-0.123604044,-0.24397196,0.057733018
Isl1,0.8025232,0.47090048,0.20373268,0.3319181,-0.060211774,0.1846207,-0.0005462247,-0.38525876,-0.43567124,-0.032707598,0.18620928,-0.78675854,0.072595574,-0.32733816,-0.17293312,-0.54830426,-0.7566641,0.040890735,0.1601948,-0.24117811
Emb,0.015044039,-0.2569993,-0.09883872,0.09610112,0.15049668,0.14793119,-0.08004423,-0.082305945,-0.1893083,-0.008357842,0.068916626,-0.19416435,-0.32531014,0.33969525,-0.11075195,-0.0021785782,-0.24266148,0.14563476,-0.004156841,-0.058631428
Hmgcs1,0.3350135,-0.12601806,-0.045968242,0.014253617,0.20965566,0.34245017,-0.11031829,-0.13866475,-0.24875425,-0.16157639,0.023859091,-0.24553362,-0.1696932,0.40373856,0.042472675,0.15356281,0.20602986,0.007315911,0.12475063,-0.05125499
Dnmt3a,0.038338892,-0.3598354,0.11839465,-0.057850182,0.4573423,0.19661868,-0.077712804,-0.10677557,-0.37528145,-0.116252996,0.02479043,-0.5186799,-0.28088334,0.35314062,-0.038076986,0.12613001,-0.18915483,-0.15324235,-0.019517453,-0.1637039
Apob,-0.42851985,-0.19678657,-0.061898116,-0.22405176,0.27803117,0.30285522,0.012545178,-0.113644704,-0.24323717,-0.16059129,0.06099469,0.4296986,-0.34429112,0.21867217,-0.15608296,-0.10578124,-0.5699656,-0.38634372,-0.00042776574,0.28066742
Rhob,0.201679,0.14969984,-0.0012378957,0.018603582,0.20546333,0.20680514,-0.13886875,-0.166749,-0.09130085,-0.03190012,-0.0074056154,-0.017215405,-0.01694119,0.030699816,-0.0064772717,0.11823855,0.11969416,0.00046446366,0.1133416,-0.18498744
Smc6,-0.06135821,-0.09340326,-0.060295314,0.05440773,0.28297946,0.21898662,-0.033013638,-0.111428946,-0.21337865,-0.108170316,-0.04073307,-0.18571487,-0.12868237,0.083874755,-0.0074217357,0.087269686,0.099703,-0.0057396507,0.022272725,-0.06999541
Mycn,0.25278834,-0.2885475,-0.010609724,0.2671347,0.31511274,0.22411038,-0.18486503,-0.10711517,-0.30643576,-0.15642071,0.07355728,-0.3693007,-0.05556521,0.3234438,-0.018980075,0.09507361,0.0915684,0.0106284,-0.043018445,0.008929537
Greb1,0.11479312,0.103026755,0.093807206,0.10295992,0.17875947,0.26672468,0.07005284,0.12391469,-0.122770734,-0.207774,0.088451475,-0.43587375,-0.46324888,-0.15327263,-0.42568547,0.074573055,-0.2592445,-0.15022975,-0.05780292,-0.08420382
Pdia6,0.050477587,-0.06288295,-0.047196876,-0.016485892,0.26147917,0.24004734,-0.0704151,-0.080032095,-0.18739417,-0.057588644,-0.014545015,-0.24964611,-0.15823676,0.24283876,-0.01738464,0.12590766,0.0035804377,0.0198631,0.0067518237,-0.07965405
Rrm2,0.003012023,-0.08485461,-0.07288786,0.063862965,0.22136383,0.26191625,-0.112501435,-0.10910724,-0.21450762,-0.0340334,0.008708899,-0.3935535,-0.046646975,0.2578642,0.06909751,0.08979669,0.2225646,0.040507562,-0.012933361,-0.06179822
Id2,0.34135273,0.076388985,0.053609975,0.42808664,0.19709973,0.28513637,-0.111257166,-0.16196264,-0.2414701,-0.015629066,0.114148326,0.33699682,0.12218782,0.3727299,-0.22873767,0.07370392,0.06134166,-0.083215915,0.046210673,-0.048511628
Sox11,0.24739188,0.11124783,-0.0076216753,-0.014558292,0.4559448,0.23078148,-0.024507351,-0.1124642,-0.2327714,-0.073269606,0.058499653,-1.0332342,-0.23116842,0.14089423,-0.4846136,0.008079943,-0.050911758,-0.06611024,-0.0591509,-0.12440165
Lamb1,0.07392322,0.078540206,0.061787736,-0.17117648,0.4551318,0.15343475,0.060612455,-0.113763876,-0.11902594,-0.09926522,-0.2615607,-0.0015127528,-0.14211135,-0.028203065,-0.4151558,0.04948024,-0.3640294,0.05797066,-0.07453395,-0.16604327
Prkar2b,-0.29214853,0.22136906,0.008801604,-0.26363513,0.25106096,0.24530962,-0.037014265,-0.052114747,-0.21667029,0.12931342,0.13066098,-0.8878054,0.03117612,0.23226565,0.34492412,-0.08275322,0.18168122,-0.42447853,0.02305084,-0.16754593
Sypl,0.18317626,-0.10528239,-0.047934126,-0.037549164,0.26311177,0.26159054,-0.20156431,-0.061723653,-0.13342012,-0.023889057,-0.016867002,0.040281396,-0.20617288,0.21616076,0.054586407,0.10790019,-0.043141916,-0.021713646,0.03719607,-0.07120386
Twist1,0.58365625,0.39716884,0.11185836,0.11408417,0.63154763,0.029733924,-0.1389873,-0.042743683,-0.22916934,0.12839703,-0.025401562,-0.2512061,-0.14270647,-0.24242572,0.0097964015,-0.15651257,-0.6055331,-0.17388251,-0.29241756,0.013219184
Tspan13,-0.085366756,-0.1959959,-0.013931124,0.13917929,0.14565572,0.14094967,-0.08830756,-0.12365279,-0.11207553,-0.08525676,0.022581626,-0.110195026,-0.37544832,0.4145967,-0.2610549,0.15485036,-0.12046067,-0.27570513,-0.006837966,-0.19447106
Arl4a,-0.017916497,-0.11677702,0.17226407,-0.13653187,0.19690862,0.2209895,0.004721466,-0.17318311,-0.25974426,-0.017845092,0.09926499,-0.40119308,-0.39402622,0.39187688,-0.05725192,0.17854846,0.26873577,0.07138318,-0.012859761,0.09793258
Stxbp6,0.23353493,-0.2264062,-0.07926424,0.07832997,0.28805637,0.06648305,-0.17784633,-0.0242076,-0.48902732,-0.12842037,0.06880835,-0.48467577,-0.34505594,0.35577267,-0.33367723,0.27915406,-0.1953966,0.0814801,-0.15975793,-0.031759292
Baz1a,-0.19749483,0.14668667,-0.041084547,0.0397948,0.40511942,0.18472576,-0.061210442,-0.041725572,0.011675061,0.027798124,0.124111965,0.0006287107,0.15229496,0.16099066,0.011984867,-0.025768606,0.38086304,0.018751133,-0.030051623,-0.09638259
Smoc1,0.22272049,-0.027569616,0.23989426,0.14217642,0.26297414,-0.0051446008,0.028313996,-0.18335205,-0.40531042,0.0008979659,-0.10380495,0.37531805,-0.54827994,0.07281489,-0.19797748,-0.07633013,0.3754713,-0.20326065,-0.1608533,0.2572702
Acot1,0.17730929,-0.2771522,0.057578474,0.15742597,0.14793728,0.27209774,-0.035602767,-0.045461807,-0.22659537,-0.020678412,-0.0011998519,0.0748011,-0.2703231,0.5103431,-0.23756564,0.19446324,-0.12941924,-0.09740589,-0.020369833,0.07816975
Vrtn,-0.27328676,-0.8327534,-0.18263122,0.18567716,0.16866753,0.28956634,-0.0083759865,-0.1635027,-0.15655552,-0.064446636,0.22032633,-0.84280515,-0.14461888,0.047763694,-0.19386205,0.06439673,-0.6066312,0.26345456,0.08338801,-0.08647566
Fos,0.11211399,-0.05270024,0.07941022,-0.2641442,0.5311025,0.30132565,-0.30169544,-0.32832554,-0.27110842,0.124920495,-0.03697542,-0.14287563,0.1971397,-0.107961,-0.39431834,0.064433254,0.21586533,0.2765787,0.3135593,-0.0008059036
Lgmn,0.021933574,-0.17943719,-0.04368754,0.03392754,0.16471551,0.24597874,-0.08946846,-0.08328023,-0.14320442,-0.04992547,-0.019262183,0.24853712,-0.21267384,0.26368034,-0.03752726,0.08272686,-0.22358355,-0.0146155935,0.038792215,0.057826996
Glrx5,-0.19288039,-0.02935711,-0.045594696,0.0349055,0.23144248,0.21966122,-0.019007215,-0.09009776,-0.21862853,-0.08157111,0.039094586,-0.23025373,-0.12865877,0.26226398,0.12804657,0.11957975,0.04963834,0.02603434,-0.05160099,-0.08414626
Dlk1,0.35808763,0.24485004,-0.112098515,-0.09107096,0.06751641,0.27890676,-0.022950424,0.011935285,-0.36314803,-0.07223715,0.0143095255,0.17230912,-0.044954155,-0.23228002,0.09519801,0.12535924,-0.6791147,-0.49552777,-0.02120477,-0.25823405
Meg3,0.29719028,-0.114650585,0.0018134258,-0.10741238,0.49090376,0.3240727,0.009767924,-0.006641845,-0.24876381,-0.15000449,0.052878,-0.0045599975,-0.17652124,0.21536486,-0.37751654,0.14732677,-0.29275927,-0.0043431954,-0.019769946,-0.15241215
Amn,-0.25064477,-0.4204129,-0.039355952,-0.032721814,0.12817323,0.29406714,0.012989733,-0.14633928,-0.15648988,-0.10489701,-0.06722645,0.56921434,-0.12542208,0.33559904,0.019804012,-0.13178675,-0.43988976,-0.29680663,-0.050468825,0.328699
Ckb,0.017544884,-0.49055058,0.023230944,0.25000122,0.3714816,0.102131926,-0.015253289,-0.15724593,-0.07981097,0.11285031,0.1063425,-0.10715257,0.40252465,0.37909192,-0.032342523,0.17571378,-0.039817307,0.12374977,0.2124118,-0.07971964
Crip2,0.065330595,-0.26041627,-0.00038024972,-0.37886986,0.20890483,0.2721701,0.0622323,-0.14869031,-0.21100238,-0.021008182,0.08141162,-0.612306,0.33879253,0.34705293,0.043659713,0.19581744,0.0625697,0.0759244,-0.004722502,-0.27677023
Crip1,-0.07601551,-0.070497565,0.082028195,-0.21459235,0.12736255,0.13353834,0.10030829,-0.18263453,-0.37392208,-0.07886659,-0.06366078,-0.245397,0.054404292,0.52664465,-0.047558606,0.2647167,-0.20126039,0.16112377,0.07620585,-0.1685585
Selenop,0.20165335,-0.24087253,0.10994878,-0.32414693,0.16771337,0.11263391,-0.06687404,-0.18403944,-0.15664126,0.0112287495,-0.021171596,0.1066275,-0.51478213,0.6066971,0.17847072,0.06131889,-0.42723557,-0.2606077,-0.053745747,0.1118923
Oxct1,0.020618048,-0.51830405,-0.06607096,0.036539987,0.39448783,0.24139526,-0.009949445,-0.045333028,-0.22311729,0.082297474,0.063616775,-0.26896313,0.2383538,0.0035536126,-0.16909045,0.16387747,0.3477978,0.24434751,0.05473292,0.025768984
Rpl37,-0.04456525,-0.04138422,-0.07001128,0.052998472,0.24795967,0.22121537,0.012358808,-0.10800493,-0.24051125,-0.081892125,-0.013720315,-0.24199885,-0.12725577,0.28941944,0.06685589,0.09760486,0.115348645,0.04232333,-0.02154615,-0.10702415
Dab2,0.13190687,0.03421736,-0.08213018,0.013808127,0.03735086,0.21437377,-0.10573709,-0.14974244,-0.16598698,-0.13917038,-0.051398344,0.20127696,-0.12883557,0.386556,0.11952634,0.07770304,-0.6850454,-0.1353305,-0.051757585,0.16845405
Capsl,0.09537192,-0.6801869,0.00072465505,-0.10360469,-0.015715547,0.11499495,0.06272323,0.023158114,-0.53284496,0.2466896,0.17113331,-0.4431486,-0.2990563,0.1572868,-0.53352165,0.0076891067,-0.06435647,0.14173985,0.04077263,-0.030143974
Basp1,0.39205012,-0.15611804,-0.06335134,-0.07800411,0.41788825,0.22681294,-0.10187317,-0.1008398,-0.28409988,-0.08507458,-0.04148958,-0.57432806,0.048984773,0.0347808,-0.40765777,0.054069627,-0.014011951,0.19814765,-0.03856451,-0.06064199
Laptm4b,0.3198967,-0.16418974,0.0009158032,0.0052227057,0.13120714,0.19994916,-0.12745494,-0.09428035,-0.21839501,-0.18596457,0.1127604,-0.1929967,-0.4274979,-0.0539365,0.02495128,-0.039639767,-0.059000693,-0.016271995,0.06279159,0.024329793
Cthrc1,0.32632586,-0.1530809,0.06354473,-0.23239596,0.20087807,0.3564794,-0.07956053,-0.12019541,-0.46199384,0.15395801,-0.1311083,-0.51818293,-0.164901,0.49650118,-0.45777613,0.18367977,-0.09451811,0.15269749,-0.09466126,0.07173505
Aard,0.6538502,-0.01664345,-0.0061785136,-0.09833888,0.18526067,0.15613694,0.06633809,-0.056045875,-0.07092039,-0.030245308,0.032886315,-0.06948998,0.33235472,-0.08672523,-0.0019746157,0.23821431,0.43073604,0.18162662,-0.123225614,0.106892504
Myc,-0.073929995,-0.09873128,0.010078664,0.12688544,0.21873297,0.41690612,-0.21155654,-0.0123893805,-0.15614429,-0.06928269,0.021499397,-0.27729633,0.035292976,0.18998955,0.3761355,0.032089807,0.16277851,0.20053336,-0.14524004,-0.1990582
Ndrg1,0.10568074,-0.29168347,0.017781394,-0.35806596,0.02268268,-0.021201348,0.06749036,-0.093522474,-0.3189174,0.33255148,-0.0596891,-0.06259933,0.46122125,-0.06221937,-0.30408785,0.3734676,0.3313185,0.62783897,-0.24568646,-0.016862491
Ptp4a3,-0.14014788,0.044061866,0.07562144,-0.22766529,0.24979205,0.09941757,-0.04550263,-0.09281593,-0.11796399,-0.14950065,0.068385445,-0.5859534,0.05092525,0.25500402,0.26050612,0.055349577,0.468591,-0.06549028,-0.059642,-0.04716741
Slc39a4,-0.052374046,-0.45083046,0.051165156,-0.3873735,0.12870106,0.16759999,-0.03088817,-0.14110218,-0.19020648,0.03381115,0.020211278,0.41152182,-0.13848566,0.5889898,-0.12651926,-0.06528404,-0.5361189,0.07147885,-0.038850397,0.07792408
