gene_name,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Flrt3,0.30465433,0.4785434,-0.16512379,-0.04019042,0.02765573,0.21146375,-0.11992887,-0.022321265,0.09487236,0.20341024,-0.07971352,-0.27900657,-0.38405237,0.27675688,-0.57962596,0.140099,-0.2865493,-0.25772828,-0.005038902,0.068381615
Rrbp1,-0.03586862,0.009000525,-0.05038836,-0.116194464,0.45308807,0.23152705,0.032187533,-0.06645814,-0.13957746,-0.0970088,-0.09083527,0.0065717096,-0.1962231,0.21215662,-0.21340784,0.10318764,-0.17032951,0.0112388255,-0.0234114,-0.20777723
Ovol2,-0.31351563,-0.61442333,-0.05753848,-0.027243579,-0.35935524,0.21848798,-0.049229626,-0.19828717,-0.39417875,-0.2797686,0.1432502,-0.15146258,0.23915008,0.73616177,-0.7649715,-0.13345478,-0.03141431,0.8150924,0.0754952,-0.23708877
Foxa2,0.15633328,-0.1179688,0.27865455,-0.20906448,-0.18359302,0.33345807,0.21371375,-0.002286252,0.03014955,0.3051913,-0.015193176,-0.046029914,-0.7678629,0.6824512,-0.43159872,0.2572811,-0.34811622,0.24104431,-0.31754658,-0.09156109
Cst3,0.07769975,-0.058028795,-0.04929366,-0.027689291,0.23521641,0.19488153,0.023645034,-0.079612456,-0.123846404,-0.07188155,-0.0037979279,-0.04595572,-0.104858235,0.25493553,-0.010111555,0.14236832,-0.036338132,0.11739228,-0.002208555,-0.065380506
Tcf15,0.39021122,-0.33106813,0.35518706,-0.018053003,0.64850825,-0.03299806,-0.07291313,-0.31495747,-0.37353536,-0.018846236,-0.057568837,-0.4251282,-0.2561426,0.287613,0.23751642,-0.022030033,0.43341982,-0.08412436,-0.33725294,0.5726508
Id1,0.22045465,-0.010092523,0.0700792,0.41097444,0.14535153,0.20345408,-0.077686645,-0.13580678,-0.14574099,-0.0015716287,-0.024009962,0.046159744,-0.02116228,0.18748178,-0.14319351,-0.072605915,-0.21941945,0.006944735,0.13462171,-0.20653
Cox4i2,0.5920742,0.17984061,0.14895393,0.1557247,0.031317018,0.28137827,-0.029010948,0.054774474,-0.26101977,-0.12996359,-0.107170485,-0.8446264,0.42656186,-0.06913658,-0.23323902,0.038938522,-0.25600633,-0.16288386,0.05990925,-0.291611
Dnmt3b,-0.064687684,-0.5349903,-0.08968919,0.11730939,0.34294203,0.25709298,-0.042060826,-0.09297661,-0.2181425,-0.08972811,0.043696795,-0.29697207,-0.051540002,0.4683664,-0.23503064,0.07533273,-0.009280465,0.19332977,-0.049705498,-0.07587077
Myl9,0.15994558,0.32424763,0.013958161,-0.19350831,-0.075787075,0.15135483,0.051265597,-0.31196836,-0.04741695,-0.11887186,-0.14086297,-0.8964911,0.31453303,0.20226577,-0.2838923,0.32431474,-0.3713376,-0.16606142,0.072386265,0.03367349
Nnat,0.51364505,0.16861768,-0.029105263,-0.09355257,0.2029271,0.078820325,0.015827414,-0.014823187,-0.25157642,-0.11338296,-0.07844954,-1.1287968,-0.14066723,0.2713752,-0.36026722,0.19857553,-0.0040310062,-0.13909706,-0.05626016,0.18807784
Gtsf1l,-0.45338315,-0.97415113,0.03224652,0.16554998,0.25608543,0.1812909,0.09396702,0.027904185,-0.345222,-0.038217016,0.06615081,0.5583969,0.30033663,0.43867755,-0.21370015,0.04463094,-0.008748921,0.4226902,-0.11574502,-0.1064395
Sdc4,-0.02695027,0.008590227,-0.04452877,0.10208296,0.4010197,0.17721592,-0.0573978,-0.10665552,-0.20599842,-0.05907791,-0.009008438,0.73988795,0.08597897,0.459023,-0.5309081,0.059410885,0.00456675,-0.033879578,-0.048465267,-0.07471008
Wfdc2,0.26358643,-0.22306181,-0.14549138,-0.035605,0.20466837,0.24287882,0.008042275,-0.07248794,-0.34991315,-0.11278384,-0.06012674,-0.67451316,0.16331144,0.49850562,-0.5240119,0.09984206,0.023857554,0.058251996,-0.09285982,-0.24463005
Ube2c,-0.07963952,-0.09765422,-0.05173785,0.052791618,0.21724953,0.20744392,-0.055483878,-0.086510725,-0.20308825,-0.101211324,0.042510554,-0.26677793,-0.06755835,0.28620994,0.06925556,0.118237466,0.066179246,0.029311832,-0.054077774,-0.066990964
Ctsa,-0.02051565,-0.080748886,0.03355648,-0.042703956,0.24881765,0.2291101,-0.10951598,-0.074466445,-0.22049351,-0.040308293,0.012543165,0.016394714,-0.22286141,0.27085516,0.026138883,0.15789609,-0.16119671,-0.03063838,0.050785504,-0.028396353
Snai1,0.38862598,-0.33870995,0.112086505,0.399731,0.39459077,0.2055635,-0.020206574,0.105238855,-0.16177133,0.13069779,-0.34378704,-0.49620667,0.08780358,-0.32193366,-0.02647928,0.065709464,-0.053249735,0.260293,-0.07912028,0.020692313
Cebpb,-0.16102454,-0.5355617,-0.009699302,-0.07491769,0.31581992,0.108574815,-0.140295,-0.19125308,-0.34551966,0.17314252,0.03236925,0.047325805,0.03948684,0.2858057,0.07471688,0.013943269,0.13427013,0.19846703,-0.07513602,-0.14742164
Fam210b,-0.50151503,0.025471339,0.034039646,-0.24703339,0.10670208,0.28959334,0.069173306,-0.056416605,-0.19758016,0.020011129,0.07842318,-0.16356239,-0.012743428,0.19960037,0.25361404,0.13568816,0.1217438,0.10672189,0.029842697,-0.05134143
Tfap2c,-0.0597374,-0.48146152,-0.028986065,0.47791514,-0.046195306,-0.022331178,-0.17395252,0.10461072,-0.09485212,0.08126005,-0.074379034,0.052941356,0.6721448,0.2844295,-0.51608753,-0.02188594,0.50165707,0.17487904,0.013340235,-0.3003912
Bmp7,0.32171938,0.1602323,0.13146417,0.15774894,-0.0700542,0.0063376743,0.034954168,0.005418671,-0.07055396,0.19156712,0.2842239,-0.090307906,-0.013341948,0.029866267,-0.1694183,0.059104502,-0.21140249,0.19675998,-0.13328497,0.015628822
Rbm38,-0.2861448,-0.10418463,0.06426465,0.0013019681,0.28391817,0.24579631,-0.045664843,-0.14989667,-0.13122705,-0.093232185,0.18219413,0.0056221792,0.118564405,0.55169797,0.2156699,0.13357402,0.17534079,-0.028916804,-0.016508823,-0.13290478
Gnas,-0.011047666,-0.006418577,-0.033845097,-0.014462103,0.20855413,0.21802114,-0.011429798,-0.08098216,-0.23413713,-0.06884394,-0.00031314616,-0.42064577,-0.16067614,0.24926955,0.054576386,0.1384519,-0.009133704,-0.044626445,0.0068948553,-0.07346042
Ctsz,-0.15613927,-0.06188846,-0.04437263,-0.011090041,0.24961422,0.26242587,-0.056319684,-0.11594885,-0.15866578,-0.04618311,0.019081047,0.015631674,-0.15659076,0.35892555,0.027523583,0.10302621,-0.09426836,-0.03964083,-0.03233172,-0.053534675
Nudt11,0.17976363,-0.11924718,-0.057692327,0.1238026,0.06302298,0.05623794,-0.18325515,0.017950078,-0.3300131,0.034084767,0.13885117,-0.14576621,-0.3838079,0.3266723,-0.17234725,0.17059956,-0.34352374,-0.16076715,0.012712009,-0.16199332
Nudt10,0.12622982,-0.11204768,-0.013073251,0.17805752,0.04202881,0.10598439,-0.13332318,0.04899519,-0.24609154,0.050791357,0.06566328,-0.02567774,-0.49860787,0.36874756,-0.15139401,0.10212147,-0.33894733,-0.282511,-0.007137407,-0.092844605
Plp2,0.26081878,-0.26300415,-0.025513757,0.046857577,0.18681143,0.21886551,-0.006394167,-0.057086073,-0.24029295,-0.100912735,-0.03016922,0.011546511,-0.05907957,0.23922804,-0.15664661,0.19020434,-0.06458949,0.16962324,-0.017894303,-0.119434014
Pim2,-0.19181417,-0.78525156,-0.071117744,0.18940409,0.32463944,0.30893376,-0.013298858,-0.020558557,-0.20537214,-0.023226561,0.01461637,-0.72998,0.034131616,0.7134716,-0.4265593,0.13899988,-0.06915983,0.16361696,-0.0717405,-0.041369878
Pcsk1n,-0.1728493,-0.31766003,-0.048414998,0.017769359,0.3198641,0.48590893,0.07854955,-0.052418552,-0.12993789,0.10234568,-0.050692316,-0.37689263,0.3909742,0.7317803,-0.36325404,-0.030645445,0.16996883,0.21404143,-0.13483928,0.033437368
Eras,-0.11404732,-0.5923648,-0.06239744,-0.0014457483,0.09329492,0.3971708,0.079881765,-0.1196132,-0.11637124,0.042977348,-0.027926436,-0.3986018,0.18834335,0.9949228,-0.6805789,0.037360128,0.10411471,0.27632257,-0.111545034,0.15113553
Gata1,-0.8736292,0.038525328,0.041618768,-0.37369487,0.045934603,0.19978829,-0.14656135,-0.25073963,-0.015862947,-0.04548109,0.09621898,-0.4059831,0.6117185,0.3593798,0.33534318,-0.20853668,0.4403021,0.01901885,-0.07091716,-0.005256818
Suv39h1,-0.026276497,0.15312527,-0.014887078,-0.034631446,0.17069852,0.45831862,0.005884155,-0.04937182,-0.26384088,-0.03897473,0.013218712,-0.29697534,-0.12394818,0.13044588,0.14015535,0.17015159,-0.10727083,-0.125772,-0.038969826,-0.08877588
Slc38a5,-0.98134947,0.40484327,0.09811321,-0.21901116,0.09214508,0.27963153,-0.036952898,-0.11063867,-0.2471478,-0.003460848,-0.045492683,-0.9111042,0.043908603,0.056184497,0.08780522,0.033946887,0.03174257,-0.29559258,-0.033516698,-0.16659391
Rpgr,0.12917614,-0.07888993,-0.04449206,-0.057019245,0.1441359,0.26300848,-0.03921515,-0.061913885,-0.21739337,0.1450434,0.09958507,-0.5270604,-0.20805845,0.1881243,-0.1393218,0.0929629,0.19498041,-0.016970262,0.10438737,0.034927648
Tspan7,0.3356135,0.020686653,0.042762414,-0.015094314,0.14180243,0.30167198,-0.052030277,-0.22049624,-0.16536668,-0.16817929,0.081314914,-0.6820489,-0.2907424,0.43742684,-0.2700536,0.003087001,-0.4761354,0.005034372,-0.011667901,0.10289367
Mid1ip1,0.12300761,-0.21469553,-0.2546854,-0.26438254,0.36803052,0.19968833,-0.0834351,-0.16204877,-0.2734452,-0.13674775,-0.026453668,-0.97663885,0.12150785,0.2830386,-0.031425077,0.19406283,-0.055452436,0.06524919,-0.08570916,0.055916738
Chst7,0.43611485,-0.6626854,0.040881537,-0.027688652,0.31546482,0.061584655,-0.056559086,0.13462278,0.14043444,-0.04875813,-0.06308598,-0.8133033,-0.47335446,-0.4596178,-0.051997423,-0.08170029,-0.0019676392,-0.32542962,0.019239308,-0.13361315
Klhl13,0.23140462,-0.02562568,0.0148413675,0.16622117,0.2374584,0.22203945,-0.18546845,-0.21912897,-0.2504346,0.0042437934,-0.056269165,0.38413608,0.36256143,0.41926533,-0.084119566,-0.01138033,0.15305753,-0.058136597,0.09628835,0.05328964
Akap17b,0.034635052,-0.31030628,0.015648939,0.16830595,0.28020373,0.11064667,0.014608197,0.11341572,-0.15969941,-0.082326785,0.123194255,0.4508474,-0.0049783634,0.30304027,-0.3070688,0.041623835,0.29724276,0.11630654,-0.040023632,0.012616575
Slc25a5,-0.089761466,-0.09950057,-0.050046824,0.037233513,0.24672753,0.22965121,-0.05292503,-0.09523511,-0.2124653,-0.052449137,0.019416923,-0.25141436,-0.10568506,0.26982227,0.099953294,0.114084184,0.08991373,0.03157478,-0.008010434,-0.07987838
Rhox5,-0.06810212,-0.41775224,0.0057094744,-0.02450253,0.11148417,0.26498488,0.040361952,-0.12393091,-0.23245136,-0.067209445,-0.081601575,0.7551796,0.17600013,0.2731664,0.11530087,-0.0013348326,-0.033856876,0.12054369,-0.031192385,0.18066865
Rhox6,-0.4404523,-0.3090824,0.2937646,0.08553296,-0.06852866,0.16964658,-0.018127002,-0.11811873,-0.37319157,-0.081841,-0.26175955,0.94063663,0.4767318,0.40921402,-0.14071205,-0.043582678,-0.062331878,0.15796818,0.12455703,0.09208109
Dcaf12l1,0.052657347,0.026055934,0.061103817,-0.31863385,0.42022988,0.43841895,-0.14518122,-0.06279528,-0.17883717,0.031454112,0.25594306,-0.112510875,0.43176934,0.29417595,0.0766467,0.1209161,0.42330042,0.054027908,0.043299194,-0.03573228
Apln,-0.1670831,-1.0420514,0.08803683,0.13861665,0.26050198,0.11904795,-0.0144831,-0.045274783,0.4030504,0.1824285,-0.106912866,-0.2648618,-0.6728321,0.32145542,-0.08729331,0.35345465,-0.40932807,-0.42793542,-0.162178,-0.30860475
Mbnl3,0.26855293,-0.15772812,-0.07926225,-0.057138383,0.3535271,0.10605084,-0.11210656,0.05267468,-0.5113307,0.1895042,-0.13971256,-0.108273536,0.45217034,0.019617688,-0.13677377,0.3110093,0.05926586,0.13362236,-0.009578871,-0.13242462
Gpc4,-0.23964025,-0.16213351,-0.056290805,-0.10711632,-0.10020482,0.49360156,-0.03197071,0.09781675,-0.08154408,-0.2915038,-0.0521535,-0.30767703,-0.18930678,0.31972837,-0.41792777,0.11726032,0.16992266,0.42756647,0.17509158,0.29811126
Gpc3,0.21470022,0.076606445,-0.07764792,0.009053086,0.13280784,0.23755223,-0.14486022,-0.11292434,-0.2382566,-0.09380715,-0.008930705,-0.28179082,-0.5066414,0.012476424,-0.06477262,0.0513851,-0.4281022,-0.14832398,0.0633812,-0.014915942
Plac1,0.43098497,-0.10618627,0.10003274,-0.22769296,0.119514816,0.36634842,-0.06373896,-0.017714478,-0.4501459,0.050543256,-0.11820271,0.43036819,0.3090487,-0.30874008,0.4420913,-0.02796277,-0.8913702,-0.023421925,0.063966915,-0.4611355
Cxx1a,0.08881549,-0.28892362,0.0053721825,0.087494016,0.1379353,0.13405712,0.0028046598,-0.14194681,0.0008461454,0.07115077,-0.03968227,-0.48621088,-0.19372304,0.1065508,-0.19432822,0.27724653,-0.13389239,-0.26636088,-0.052539524,-0.08035592
Cxx1b,0.050482646,-0.3884711,0.03583421,0.049743477,0.17272161,0.15656202,-0.00016009982,-0.15675607,0.011944443,0.108894914,-0.050316337,-0.57179624,-0.13426642,0.103569984,-0.23218879,0.30895287,-0.14397244,-0.27712983,-0.092248335,-0.09371981
1700013H16Rik,0.01966185,-0.5845353,-0.12759681,0.19618987,0.20526485,0.2890772,-0.04694134,-0.08404061,-0.11388921,0.090980545,-0.018217517,-1.1978393,-0.08549528,0.6125384,-0.7793622,0.098014094,-0.058267824,0.10758118,-0.07901149,-0.073630705
Fhl1,0.33160296,0.0879257,-0.07071043,0.15196455,0.051667042,0.269356,-0.09120333,-0.13804552,-0.11908154,-0.17960866,0.086290896,0.1432189,-0.07672763,0.2857804,-0.19958895,0.17137533,0.059349906,-0.12466103,0.084879525,0.03944285
Zic3,-0.027086247,-0.5159939,-0.18448412,0.3624414,0.23930646,0.2334275,-0.09949091,-0.23367263,0.06618116,0.086966895,0.078372434,-0.5836244,-0.2940922,0.31232378,-0.7062872,-0.010836361,0.12873182,0.1784569,-0.032117248,0.5179502
Ldoc1,0.07761033,-0.41173232,-0.09149265,-0.163629,0.07216527,-0.05459857,-0.1339543,0.0017098942,-0.6281203,0.05085074,-0.10967992,-0.10669593,0.722983,0.4292974,-0.39779514,-0.006827026,0.23748523,0.33167005,-0.055530686,-0.19929537
4933402E13Rik,-0.34067908,-0.20344248,-0.03717159,0.057975166,-0.042676542,0.24709004,-0.14456761,-0.20291188,-0.26617205,-0.04921506,-0.06388746,0.5528235,-0.02311203,0.55100316,-0.005382508,-0.17270118,-0.58461976,-0.4350382,-0.073803484,0.23765172
Fmr1nb,-0.3047989,-0.65671855,-0.04273692,-0.1302298,0.122496516,0.19741759,0.049395517,-0.09774063,-0.28093275,-0.1112984,-0.14152043,0.5701825,0.0018967384,0.3280069,-0.0037848,0.03365841,-0.16304621,0.34231004,0.0038927305,0.08136747
Tmem185a,-0.013863285,-0.17808774,-0.16352867,0.08081099,0.06683363,0.19155942,-0.029073138,-0.17176901,-0.053971834,0.028340401,0.03182377,-0.16759992,-0.06910111,-0.061399188,-0.16276096,0.13638125,0.004963248,0.056086622,0.13832816,-0.22906098
Xlr3a,-0.024481388,-0.47026354,0.17315696,-0.09773842,-0.016444508,0.2585784,-0.115756676,-0.16564246,-0.31179366,-0.07984915,-0.037621394,0.72411746,-0.079393506,0.36463216,0.04989913,0.007241058,-0.026705557,0.20477156,-0.09881129,0.15418644
Xlr3b,5.1287476e-05,-0.29828793,0.035002198,0.027226252,0.108952865,0.22033234,-0.14238022,-0.17004749,-0.21326718,-0.084662795,-0.015580162,0.23390995,-0.09462059,0.31769288,0.0043711406,0.05359329,0.07591052,0.14584735,-0.07232473,0.07256588
Xlr4b,-0.16816668,-0.4342324,0.06927059,-0.12160234,0.023752214,0.24965203,-0.08293008,-0.19801149,-0.3204672,-0.088086314,-0.07714059,0.7942881,0.013420276,0.3118171,0.04495573,-0.11016393,-0.030819278,0.14673126,-0.15517604,0.19190615
Dusp9,0.18799572,-0.1325724,-0.15685958,0.105237514,0.15581195,-0.024278203,-0.08742284,-0.21199976,-0.23368947,-0.01119554,0.11553184,0.17711899,0.2090742,0.0100486865,0.12889701,0.028032983,-0.11989686,0.1910431,-0.101275615,0.03907933
Renbp,-0.013970127,-0.20608296,0.010728696,-0.020369325,0.07755024,0.19703491,-0.08160603,-0.016266914,-0.22226581,0.04080876,-0.013993625,0.19313161,-0.17956527,0.31658915,0.07834323,0.1773864,-0.112007804,-0.06423401,0.07079694,0.049971398
Flna,0.14855498,0.1372827,0.02212159,-0.22575939,0.40530446,0.18810311,0.07841572,-0.118890055,-0.16971985,-0.1649204,-0.06681878,-0.6889356,0.020635415,0.008984647,-0.36943012,0.034789953,-0.08605553,-0.043305874,-0.029075896,-0.12993932
Mpp1,0.050823834,-0.19125117,-0.09200868,0.0060914406,0.14576367,0.21724823,-0.09265628,-0.08876051,-0.23039146,0.039685015,-0.068156846,0.26524094,-0.024439089,0.17011641,0.1409478,0.24714388,-0.17900017,-0.032349393,0.044800397,0.08799494
Pls3,-0.09054264,0.025111733,-0.16362357,-0.07908909,0.113749966,0.38215107,-0.14723188,-0.1112369,-0.16849759,-0.047731593,-0.04162166,-0.86549395,-0.10904531,0.4872522,-0.26111868,0.09957612,-0.0825831,-0.06402293,0.12770832,0.04207872
Mageb16,-0.44516706,-0.66284823,-0.009791447,-0.11369164,-0.030990802,0.247211,-0.212113,-0.19876048,-0.26298663,-0.06407694,-0.17954841,0.91785014,0.27661526,0.319675,0.0019261047,-0.0975854,0.07037142,0.20358433,0.0044238293,0.19150285
Tmem47,0.22064163,0.1276204,-0.15653221,0.063812606,0.23284999,0.3311048,-0.09048426,-0.04548212,-0.08600096,0.013729855,0.033976614,-1.028364,-0.18313849,0.1319067,-0.3258271,0.012338053,-0.13726524,-0.08224849,0.03623807,0.008714578
Nr0b1,0.011750084,-1.2172909,-0.020657683,-0.056152895,0.30280206,0.3599498,-0.02981604,0.09612452,-0.10246372,-0.13662554,0.13143054,0.06837572,0.71939605,0.40483293,-0.40549704,-0.030634405,0.6668173,0.083655275,0.078403816,0.34493703
Maged1,0.17356361,0.053561248,-0.034373317,-0.025659714,0.14297695,0.22732833,-0.08293309,-0.093936294,-0.23563443,-0.062010597,-0.017914917,-0.44934848,-0.18948379,0.16201197,0.08381846,0.13138877,-0.101500414,0.006165759,0.025566276,-0.0633283
Stard8,0.4561703,0.14518195,-0.34360486,-0.3500661,0.197855,0.16913567,0.020997321,0.051449895,0.09825454,-0.27504683,0.28796533,0.58155954,0.25018016,-0.17569411,-0.10943519,0.02261947,-0.27100968,0.028666327,-0.09045164,-0.15033281
Efnb1,0.21532027,0.4386473,-0.18084536,0.14138001,0.23016535,0.32123452,0.10473977,0.122508444,0.11427132,0.12714842,0.11066752,0.068465434,-0.059032675,0.04410633,-0.28984872,0.18516444,-0.49207377,-0.33886507,-0.20497333,0.08120485
Slc7a3,-0.16110353,-0.7685512,-0.13212466,-0.02304761,0.38127965,0.34711668,-0.1361207,-0.12048219,-0.36680987,-0.11287147,0.06458151,-0.89501065,-0.04141805,0.7573848,-0.55091834,0.116402484,-0.08634402,0.0036386654,0.011087841,-0.09043516
Foxo4,-0.17259474,-0.107414074,-0.08306297,0.072660476,0.09789517,0.32585287,0.022695012,-0.09320342,-0.21225688,-0.19239771,0.12466199,0.012279167,-0.08179836,0.13404201,0.12629946,0.2394717,-0.39817694,-0.04350312,-0.042590227,-0.25115365
Cited1,0.035622343,-0.16741167,0.04787748,0.2591455,-0.02874312,0.16603437,-0.012731296,-0.21574748,-0.28988397,-0.18820052,-0.15936193,0.5442105,-0.19760682,-0.14366664,0.04390345,-0.112424865,0.115018725,-0.288159,0.014428505,0.11354847
Cdx4,0.25089353,-0.20604563,0.045495316,0.09361407,-0.1763137,0.6759344,-0.00965139,-0.057322778,-0.43788305,-0.2917837,0.19619595,-0.55725986,-0.11136356,-0.745639,-0.34465152,0.11187272,0.3681123,-1.0509306,-0.051081434,-0.46302867
Xist,-0.37487096,0.10069285,0.25772896,-0.14664575,0.67214257,0.20467879,-0.31138542,-0.1096757,-0.1434038,-0.24779119,0.18616723,-0.06538243,-0.13707176,0.017980821,-0.496677,0.10317289,-0.010430129,0.21969984,-0.2846315,-0.12617935
Lpar4,0.3097925,-0.2569454,-0.10243978,0.15618528,0.40382534,0.48617247,-0.12000265,-0.045936726,-0.23634717,0.04693328,0.07495497,-0.948791,-0.25730273,0.23287952,-0.4291833,0.002305785,-0.03532216,-0.116491824,-0.0016939212,-0.1026455
Itm2a,0.15495275,0.08306135,0.042697873,-0.32595423,0.32122403,0.31787977,-0.1279232,-0.120301075,-0.29945832,0.08803952,-0.061902195,-1.1520102,0.10715407,0.33516276,0.043262813,0.17433432,-0.24076237,-0.17135143,0.07758058,-0.17772287
Tspan6,0.06852784,0.04528526,-0.07606858,-0.05976283,0.24166356,0.240345,-0.095932096,-0.11818585,-0.21426766,-0.03868235,-0.022178993,-0.8289648,-0.24326535,0.1859359,-0.114224546,0.053894576,-0.118265264,-0.10312696,0.0066985693,-0.07502808
Nxf7,0.067711644,-0.16719604,0.11792916,-0.19937049,0.17242813,0.45250544,0.0060424125,-0.061141472,-0.4221674,0.146904,-0.090944655,0.5938772,0.19928558,0.17436053,0.425164,0.00019787467,-0.9553702,0.06526781,0.028950002,0.15838498
Bex2,0.0135382125,-0.036930576,-0.083435364,0.03704338,0.18806429,0.22057064,-0.019803936,-0.040105667,-0.26508203,-0.06407971,0.045402855,-0.38195792,-0.2865008,0.2559493,0.018706737,0.19333892,-0.2722569,-0.12304846,-0.016732043,-0.07846885
Bex4,-0.16787545,-0.088643104,-0.090474285,-0.0049963803,0.1618773,0.2566005,-0.016102362,-0.116043046,-0.19607438,-0.08422539,0.0151440315,-0.33084247,-0.24863051,0.39591226,-0.022057746,0.15468872,-0.16054375,-0.120892175,-0.034515563,-0.16091064
Tceal8,-0.023858082,-0.054305032,-0.08853802,0.03649069,0.19496867,0.22959924,-0.07131277,-0.11607172,-0.21081859,-0.045845993,-0.0096586505,-0.4754251,-0.25112924,0.23354688,0.021689685,0.16735741,-0.1844534,-0.07248271,-0.02005457,-0.09830393
Bex1,-0.028403463,-0.15173548,-0.08279739,0.024734039,0.19252683,0.27772474,0.011931134,-0.111183256,-0.2207826,-0.0794881,0.026015993,-0.06957823,-0.03293594,0.36404407,-0.061459716,0.1444576,0.067322694,-0.0021074372,-0.04225986,-0.14525278
Bex3,0.04337213,-0.063688405,-0.061900005,0.0641797,0.22392665,0.22440358,-0.0028282448,-0.102495685,-0.2184487,-0.07162186,0.016122354,-0.12931117,-0.04004949,0.26350445,0.0080155665,0.1470879,0.058817457,0.07234231,-0.031187875,-0.06712041
Zcchc18,0.10885701,-0.26213664,0.11099653,0.060871705,0.111046456,0.17243937,-0.04495069,-0.04462031,-0.49287686,0.12290183,0.09578945,-0.8941602,-0.2094818,0.51276994,-0.6854671,0.13015994,0.07876392,-0.1650691,0.17295867,-0.060648635
Nrk,-0.08040951,-0.1569153,0.15718274,-0.2684486,0.10485526,0.33139104,0.108163014,0.05899135,-0.5222408,-0.1659351,-0.10047994,0.501871,-0.16604802,0.042115476,0.09496899,0.07157606,-0.7552581,-0.12521291,0.10733276,0.08340132
